article_name,country,revision_id,population,article_quality
FerrÃ¡n Bono,Spain,803057027,46368000,Stub
Pedro Antonio SÃ¡nchez,Spain,803137677,46368000,Start
Ruy FernÃ¡ndez de Fuenmayor,Spain,803261400,46368000,Start
JosÃ© Antonio Primo de Rivera,Spain,803342043,46368000,B
Fernando Buesa,Spain,803655118,46368000,Start
Celia Villalobos,Spain,803698976,46368000,Start
Gonzalo MÃ©ndez de CanÃ§o,Spain,803863146,46368000,GA
Yolanda Barcina,Spain,803907997,46368000,Start
Francisco de Montejo (the Nephew),Spain,803972180,46368000,Start
Francisco de Montejo the Younger,Spain,803972185,46368000,Start
Josep Maria de Porcioles i Colomer,Spain,803991402,46368000,Stub
Jordi AusÃ s,Spain,804081681,46368000,Start
Josep Antoni Duran i Lleida,Spain,804082169,46368000,Start
Joan Carretero,Spain,804082800,46368000,Start
Ada Colau,Spain,804090066,46368000,C
John of Austria,Spain,804155669,46368000,C
Manuel MarÃ_a de Salcedo,Spain,804206737,46368000,FA
Gonzalo de Sandoval,Spain,804227483,46368000,C
JosÃ© Pascual de LiÃ±Ã¡n y EguizÃ¡bal,Spain,804236717,46368000,FA
Eduardo Dato,Spain,804248532,46368000,Start
JoaquÃ_n MarÃ_a LÃ_pez y LÃ_pez,Spain,804250892,46368000,Stub
Santiago Abascal,Spain,804252768,46368000,Stub
Esteban de Bilbao EguÃ_a,Spain,804303725,46368000,FA
MarÃ_a Rosa Urraca Pastor,Spain,804303831,46368000,FA
Rafael del Riego,Spain,804309180,46368000,Start
Manuel Godoy,Spain,804400873,46368000,C
Gil GonzÃ¡lez DÃ¡vila,Spain,804456159,46368000,C
Harun of Barcelona,Spain,804463983,46368000,Stub
Martim GonÃ§alves de Lacerda,Spain,804600205,46368000,Stub
Wenceslao Retana,Spain,804703104,46368000,Start
Pablo Casado Blanco,Spain,804817839,46368000,Start
Luis Carrero Blanco,Spain,804842976,46368000,C
"Gaspar MÃ©ndez de Haro, 7th Marquis of Carpio",Spain,804868429,46368000,C
Gaspar ZarrÃ_as,Spain,804869216,46368000,Stub
Miguel ÃÅngel Revilla,Spain,804871225,46368000,Start
Josep Maria Mauri,Spain,804949432,46368000,Stub
Melchor RodrÃ_guez GarcÃ_a,Spain,804954312,46368000,Start
Alejandro O'Reilly,Spain,805096997,46368000,C
Miguel Zerolo Aguilar,Spain,805103503,46368000,Stub
JosÃ© Utrera Molina,Spain,805108096,46368000,Stub
Julen Madariaga,Spain,805151721,46368000,Stub
Juan PÃ©rez de GuzmÃ¡n,Spain,805243380,46368000,Stub
Pedro NÃºÃ±ez de GuzmÃ¡n,Spain,805247562,46368000,Stub
"Juan Prim, 1st Marquis of los Castillejos",Spain,805291334,46368000,C
Rafael SÃ¡nchez Mazas,Spain,805397730,46368000,Start
Francisco Javier Venegas,Spain,805419045,46368000,C
Diego de la Vega (Contador),Spain,805429160,46368000,Start
"Diego Felipez de GuzmÃ¡n, 1st Marquis of LeganÃ©s",Spain,805449675,46368000,C
"GarcÃ_a de Toledo Osorio, 6th Marquis of Villafranca",Spain,805450108,46368000,Start
Juan Cayetano FernÃ¡ndez de AgÃ_ero,Spain,805458462,46368000,Start
Pablo de Porturas y LandÃ¡zuri,Spain,805458512,46368000,Stub
Claro AbÃ¡nades LÃ_pez,Spain,805627755,46368000,FA
"Juan Manuel FernÃ¡ndez Pacheco, 8th Duke of Escalona",Spain,805637772,46368000,Start
"Fernando ÃÅlvarez de Toledo, 3rd Duke of Alba",Spain,805668649,46368000,B
Pilar del Castillo,Spain,805735075,46368000,Start
MencÃ_a CalderÃ_n,Spain,805779186,46368000,Stub
Francisco Bouligny,Spain,805787200,46368000,C
JosÃ© JoaquÃ_n de Viana,Spain,805797822,46368000,Start
Antonio de Olaguer y FeliÃº,Spain,805799559,46368000,Start
Ambrosio de Benavides,Spain,805801498,46368000,C
Carme Laura Gil,Spain,805807458,46368000,Stub
Dolores Johnson Sastre,Spain,805992998,46368000,Start
"Juan Ruiz de Apodaca, 1st Count of Venadito",Spain,806044305,46368000,C
Ignacio VelÃ¡zquez Rivera,Spain,806079785,46368000,Stub
NarcÃ_s Serra,Spain,806093766,46368000,Start
Patricio French,Spain,806190671,46368000,Start
Fernando de Leyba,Spain,806222749,46368000,Start
SimÃ_n de Herrera,Spain,806256118,46368000,C
Diego Columbus,Spain,806271046,46368000,C
JosÃ© Acosta Cubero,Spain,806283551,46368000,Stub
Hildegart RodrÃ_guez Carballeira,Spain,806285201,46368000,Stub
"Francisco FernÃ¡ndez de la Cueva, 8th Duke of Alburquerque",Spain,806335391,46368000,Stub
Gotzone Mora,Spain,806375489,46368000,Stub
Joana Ortega,Spain,806376506,46368000,Stub
Lourdes Auzmendi,Spain,806405643,46368000,Start
Antonio GarcÃ_a-Trevijano,Spain,806417496,46368000,Stub
Juan de Escobedo,Spain,806469298,46368000,Start
List of viceroys of Catalonia,Spain,806470880,46368000,Start
Rafael Corrales,Spain,806481551,46368000,Stub
Pedro MenÃ©ndez de AvilÃ©s,Spain,806556695,46368000,Stub
JerÃ_nimo Luis de Cabrera,Spain,806642447,46368000,Stub
Bernardo de GÃ¡lvez,Spain,806690688,46368000,Stub
Francisco Arias SolÃ_s,Spain,806739002,46368000,Stub
Alejandro Cao de BenÃ_s,Spain,806775674,46368000,Stub
JosÃ© de Azlor y Virto de Vera,Spain,806785607,46368000,Stub
MarÃ_a Juan Millet,Spain,806806797,46368000,Stub
Estanislao Figueras,Spain,806818057,46368000,Stub
Ventura Gassol,Spain,806825066,46368000,Start
Baldomer Lostau i Prats,Spain,806826144,46368000,Start
Maite PagazaurtundÃºa,Spain,806855268,46368000,Stub
Isaac Puente,Spain,806891782,46368000,Start
IÃ±aki Azkuna,Spain,807012534,46368000,Start
SÃ_ndico Procurador,Spain,807057607,46368000,Start
Albert Rivera,Spain,807167416,46368000,Start
Neus MuntÃ©,Spain,807191208,46368000,Start
Luis RoldÃ¡n,Spain,807202111,46368000,Stub
JerÃ_nimo Saavedra,Spain,807264014,46368000,C
LluÃ_s Companys,Spain,807461709,46368000,Start
Rafael Hernando Fraile,Spain,807467982,46368000,GA
Juan LÃ_pez de Uralde,Spain,807468371,46368000,Stub
JosÃ© DÃ_az (politician),Spain,807473824,46368000,C
Jaime del Burgo Torres,Spain,807475042,46368000,B
Template:SouthAfrica-politician-stub,South Africa,442913438,55041000,Stub
Template:SouthAfrica-mayor-stub,South Africa,444756369,55041000,Stub
Template:SouthAfrica-diplomat-stub,South Africa,547269505,55041000,C
Khayelihle Mathaba,South Africa,627051151,55041000,Stub
William Matthew Harries,South Africa,663617582,55041000,C
Philip Johannes Andries Watermeyer,South Africa,666610075,55041000,Start
Azhar Cachalia,South Africa,682166816,55041000,Start
Gert Rudolph,South Africa,703405191,55041000,Stub
Charles Saunders (administrator),South Africa,703652809,55041000,Start
Swelethu Madasa,South Africa,705904127,55041000,Start
Adam Kok III,South Africa,706049252,55041000,C
Kenneth Mopeli,South Africa,706416525,55041000,Start
Robert Smit,South Africa,708084659,55041000,C
Steven Swart,South Africa,709437381,55041000,Stub
Royith Bhoola,South Africa,711388332,55041000,Stub
Richard Dyantyi,South Africa,713128890,55041000,C
Willie Marais,South Africa,713299721,55041000,FA
Botha Sigcau,South Africa,713404338,55041000,Stub
Winkie Direko,South Africa,713406799,55041000,Stub
Yunus Mohamed,South Africa,713483588,55041000,Start
Esaias Reynier Snijman,South Africa,713912938,55041000,Stub
Joseph Allison (South African politician),South Africa,713913065,55041000,Stub
Friedrich Kaufmann HÃ¶hne,South Africa,713916950,55041000,Stub
Oloff Johannes Truter,South Africa,713927084,55041000,Start
Harry van Heerden,South Africa,714130697,55041000,Stub
Max van Hulsteyn,South Africa,714209265,55041000,Stub
John Michael Peacock,South Africa,714417954,55041000,Start
William Duncan Baxter,South Africa,714525045,55041000,Stub
John Frost (politician),South Africa,714701151,55041000,Start
Lentheng Helen Mekgwe,South Africa,714706859,55041000,Stub
Duma Nkosi,South Africa,714801634,55041000,Stub
William GL Janse van Rensburg,South Africa,714885857,55041000,Stub
Oupa Monareng,South Africa,715134345,55041000,Stub
Jabu Moleketi,South Africa,715192750,55041000,Stub
Kraai van Niekerk,South Africa,715242156,55041000,Start
Themba Godi,South Africa,715312773,55041000,Stub
Mluleki George,South Africa,715511188,55041000,Stub
Wesley Douglas (politician),South Africa,715660960,55041000,Stub
Kate Molale,South Africa,715783409,55041000,Start
Mbongeleni Zondi,South Africa,715979322,55041000,Stub
Bongi Sithole,South Africa,716357259,55041000,Start
Ipuseng Ditshetelo,South Africa,716454735,55041000,Stub
John Christie (mayor),South Africa,716499299,55041000,Start
John Gunda,South Africa,716705278,55041000,Stub
Jessie Duarte,South Africa,716732320,55041000,Stub
Stevens Mokgalapa,South Africa,716759958,55041000,Stub
Erik Marais,South Africa,716849546,55041000,Stub
Ken Andrew,South Africa,716853136,55041000,Start
Lourens Muller,South Africa,717358696,55041000,Stub
Maureen Modiselle,South Africa,717364200,55041000,Stub
Mpumi Mpofu,South Africa,718185611,55041000,Stub
Edward Bhengu,South Africa,719300746,55041000,Stub
Leon Wessels,South Africa,721393902,55041000,Start
Johannes Christoffel Krogh,South Africa,721997122,55041000,Start
Edward Mhinga,South Africa,722745112,55041000,Stub
Henry Barrington,South Africa,722941632,55041000,Start
Zachariah Alpheus Mahlomola Molotsi,South Africa,723177421,55041000,Stub
Nkosiphendule Kolisile,South Africa,723364869,55041000,Stub
Qaqambile Matanzima,South Africa,723506287,55041000,C
George Phadagi,South Africa,724505641,55041000,Start
Richard Stuttaford,South Africa,724550483,55041000,Start
Nosipho Ntwanambi,South Africa,724647215,55041000,Stub
John Taolo Gaetsewe,South Africa,724812020,55041000,Stub
Nicolaas Waterboer,South Africa,725313719,55041000,Start
Andries Nel,South Africa,725403514,55041000,Stub
Bulelwa Tinto,South Africa,726683861,55041000,Stub
Juanita Terblanche,South Africa,726897880,55041000,Start
George Matanzima,South Africa,727722267,55041000,Stub
Samuel Dickenson Nxumalo,South Africa,729399223,55041000,Stub
Tielman Roos,South Africa,729666650,55041000,Start
Graham McIntosh,South Africa,731662335,55041000,C
Mildred Oliphant,South Africa,732443507,55041000,Stub
Frank Mdlalose,South Africa,734215262,55041000,Start
Thozamile Botha,South Africa,734640011,55041000,Stub
Marshall Campbell,South Africa,734865369,55041000,Start
Moosa Moolla,South Africa,735358159,55041000,Stub
Amos Masondo,South Africa,735819609,55041000,Start
Johannes Brand,South Africa,736975301,55041000,Start
Yvonne Mokgoro,South Africa,737667307,55041000,Start
Vanessa Gounden,South Africa,738040471,55041000,C
Jan Willem Spruyt,South Africa,738075173,55041000,C
Shahid Esau,South Africa,738085657,55041000,Stub
Johnson Mlambo,South Africa,738483990,55041000,Stub
Owen Lanyon,South Africa,738918792,55041000,Start
Denis Gem Shepstone,South Africa,739621342,55041000,Stub
Robin Carlisle,South Africa,739638368,55041000,Stub
Petronella Duncan,South Africa,739654354,55041000,Stub
Emmah More,South Africa,739655088,55041000,Stub
Mosibudi Mangena,South Africa,739728361,55041000,Start
Cathlene Labuschagne,South Africa,740571249,55041000,Stub
Chris Wang,South Africa,740700121,55041000,Stub
Alfred Ernest Trollip,South Africa,740782248,55041000,Stub
Lydia Kompe,South Africa,741483676,55041000,Start
Bertha Gxowa,South Africa,741483882,55041000,Start
Helen Lamoela,South Africa,741486022,55041000,Stub
Johannes Hendrikus Viljoen,South Africa,744865092,55041000,Stub
H. Selby Msimang,South Africa,744907814,55041000,Start
Jackson Mthembu,South Africa,745976595,55041000,Stub
E. J. Khaile,South Africa,746443303,55041000,Stub
Vasco da Gama (council speaker),South Africa,746796077,55041000,Stub
Alex Boraine,South Africa,746949556,55041000,Start
William Bantom,South Africa,749925970,55041000,Stub
Cheryl Carolus,South Africa,750710569,55041000,Stub
Yunus Carrim,South Africa,752223115,55041000,Stub
Themba Maseko,South Africa,754564543,55041000,Start
Louis Luyt,South Africa,754939678,55041000,C
Sam Kahn,South Africa,755195176,55041000,Start
Naransamy Roy Naidoo,South Africa,755495525,55041000,Stub
John Block (South African politician),South Africa,756880255,55041000,Start
Truman Prince,South Africa,757796489,55041000,Stub
James Moroka,South Africa,758059268,55041000,Stub
Tasneem Essop,South Africa,759078007,55041000,Start
Helen Makhuba,South Africa,759586031,55041000,Stub
Thembi Majola,South Africa,759774647,55041000,Stub
Denise Robinson,South Africa,760581361,55041000,Start
Willem Johannes Leyds,South Africa,763371600,55041000,Stub
Piet Pretorius,South Africa,763530711,55041000,Stub
Cornelius Botha,South Africa,763556486,55041000,Stub
Junita Kloppers-Lourens,South Africa,763558617,55041000,C
Frederick Stephanus Watermeyer,South Africa,763628370,55041000,Start
Saul Msane,South Africa,763888251,55041000,Stub
Harry Escombe,South Africa,763977976,55041000,Start
Francois Willie Cloete,South Africa,764191934,55041000,C
Sister Bernard Ncube,South Africa,765058169,55041000,Start
Percy Yutar,South Africa,766089687,55041000,C
Richard Willis Jameson,South Africa,766101518,55041000,Start
Stephanus Schoeman,South Africa,766604960,55041000,C
Wynand Malan,South Africa,767029752,55041000,Start
Cheryllyn Dudley,South Africa,767672456,55041000,Start
Vusumzi Make,South Africa,768273932,55041000,Start
J. H. Conradie,South Africa,770399818,55041000,Stub
Smuts Ngonyama,South Africa,771395588,55041000,Stub
Vernon Nkadimeng,South Africa,771855762,55041000,Stub
Curtis Nkondo,South Africa,772249004,55041000,Stub
Marthinus Wessel Pretorius,South Africa,772577114,55041000,Start
Japie Basson,South Africa,772609099,55041000,Stub
Stafford Parker,South Africa,772814953,55041000,Start
Membathisi Mdladlana,South Africa,772978883,55041000,Stub
Geoff Doidge,South Africa,772979170,55041000,Stub
Nathi Mthethwa,South Africa,772979277,55041000,Stub
Ntopile Kganyago,South Africa,772981106,55041000,Stub
Senzo Mchunu,South Africa,773159141,55041000,Stub
James Watson Leonard,South Africa,773261096,55041000,Stub
Sheila Camerer,South Africa,773561894,55041000,Start
Jimmy Green (South African politician),South Africa,773772420,55041000,Stub
Thomas Ekins Fuller,South Africa,773791288,55041000,Start
Nkosinathi Nhleko,South Africa,773825729,55041000,Stub
Ian Neilson,South Africa,774487346,55041000,C
Pieter Johannes Potgieter,South Africa,775092123,55041000,Start
Gideon Brand van Zyl,South Africa,775598746,55041000,Start
Grizelda Cjiekella,South Africa,776641031,55041000,Start
John Fairbairn (educator),South Africa,777002306,55041000,C
Patrick Mphephu,South Africa,777267666,55041000,Stub
Patricia Kopane,South Africa,777957505,55041000,Start
Jonathan Moakes,South Africa,777969273,55041000,Start
Gwendoline Malegwale Ramokgopa,South Africa,778114046,55041000,Stub
Rahima Moosa,South Africa,778974642,55041000,Start
Theo Gerdener,South Africa,778985337,55041000,Stub
James Selfe,South Africa,779031817,55041000,Start
Walter Madeley,South Africa,779256650,55041000,Start
Fraser Russell,South Africa,779642467,55041000,Start
Suzanne Vos,South Africa,779744541,55041000,Stub
Ruth Chinamano,South Africa,780098270,55041000,Stub
Lindiwe Hendricks,South Africa,780624757,55041000,Stub
First Lady of South Africa,South Africa,780626635,55041000,Stub
Tim Harris (politician),South Africa,780849063,55041000,C
Paul Roos (rugby player),South Africa,780987212,55041000,GA
Yusuf Cassim,South Africa,781498764,55041000,Stub
Sefako Makgatho,South Africa,781533593,55041000,Stub
Kebby Maphatsoe,South Africa,781683335,55041000,Stub
Madala Masuku,South Africa,781753798,55041000,Stub
Sisi Khampepe,South Africa,782140630,55041000,Start
Phindiwe Sangweni,South Africa,782141370,55041000,Start
E. J. P. Jorissen,South Africa,782142056,55041000,Stub
Andries Waterboer,South Africa,782386619,55041000,Start
Mark Steele (politician),South Africa,782652663,55041000,Stub
Sibusiso Bengu,South Africa,782992040,55041000,Start
Mary Fitzgerald (trade unionist),South Africa,783801323,55041000,Stub
Owen Horwood,South Africa,783832708,55041000,Start
Maurice Freeman,South Africa,784060351,55041000,Stub
Bess Nkabinde,South Africa,784360449,55041000,C
Hendrik Swellengrebel,South Africa,784664528,55041000,Stub
Michael Coetzee,South Africa,784975007,55041000,Start
Deidre Carter,South Africa,785120075,55041000,Start
Ian Davidson (South African politician),South Africa,785348169,55041000,Start
Chris Liebenberg,South Africa,786100662,55041000,Start
Max Sisulu,South Africa,786192654,55041000,Stub
Johannes Hermanus Grobler,South Africa,786277127,55041000,Start
Zephania Mothopeng,South Africa,786334737,55041000,Start
Sharna Fernandez,South Africa,787077255,55041000,Stub
Mendi Msimang,South Africa,787215858,55041000,Stub
M. J. Mahlangu,South Africa,787345588,55041000,Stub
Stella Ndabeni-Abrahams,South Africa,787351531,55041000,Stub
Dumisani Kumalo,South Africa,787985419,55041000,Start
Vice State President of the South African Republic,South Africa,788521857,55041000,Start
Hudson William Edison Ntsanwisi,South Africa,788646786,55041000,Start
Johannes Van Rensburg,South Africa,788883588,55041000,Start
Anchen Dreyer,South Africa,789002930,55041000,Start
Dawid Kruiper,South Africa,789036947,55041000,Start
Bathabile Dlamini,South Africa,789318246,55041000,C
Nozizwe Madlala-Routledge,South Africa,789318287,55041000,GA
Lindiwe Mazibuko,South Africa,789318304,55041000,GA
Nomaindia Mfeketo,South Africa,789318307,55041000,Start
Gerald Morkel,South Africa,789318318,55041000,Start
Annette Lovemore,South Africa,789336816,55041000,Start
Louis Weichardt,South Africa,789345491,55041000,Stub
Bongani Msomi,South Africa,789500704,55041000,Stub
Molefi Sefularo,South Africa,789767595,55041000,Stub
Solly Afrika Mapaila,South Africa,789775561,55041000,Start
Donald Barkly Molteno,South Africa,789911297,55041000,Start
Edward Philip Solomon,South Africa,790091730,55041000,Start
Lucas Cornelius Steyn,South Africa,790203622,55041000,Start
Herbert Stanley,South Africa,790457325,55041000,Start
Danny Jordaan,South Africa,790462718,55041000,C
Anton Alberts (politician),South Africa,790811963,55041000,Start
Kate O'Regan,South Africa,790928451,55041000,GA
Cornelius Petrus Mulder,South Africa,790962971,55041000,Stub
Mohammed Valli Moosa,South Africa,791365360,55041000,Stub
Clarence Makwetu,South Africa,791380466,55041000,C
Eschel Rhoodie,South Africa,791383816,55041000,Start
Stanley Ntapane,South Africa,792139328,55041000,Stub
Khume Ramulifho,South Africa,792215828,55041000,Stub
Khanyisile Litchfield-Tshabalala,South Africa,792904848,55041000,Start
Eben DÃ¶nges,South Africa,793010736,55041000,C
Tokozile Xasa,South Africa,793188742,55041000,Stub
Derek Hanekom,South Africa,793400966,55041000,C
Solly Msimanga,South Africa,793585288,55041000,Start
Dean Macpherson,South Africa,793837573,55041000,Stub
Zanele kaMagwaza-Msibi,South Africa,794506327,55041000,C
Fish Mahlalela,South Africa,794847604,55041000,Start
Rocky Malebane-Metsing,South Africa,794851494,55041000,Start
Geraldine Fraser-Moleketi,South Africa,794866857,55041000,Start
Collins Chabane,South Africa,794901479,55041000,Start
Makhenkesi Stofile,South Africa,794927391,55041000,Start
Nosimo Balindlela,South Africa,794927656,55041000,Start
Mbulelo Sogoni,South Africa,794927718,55041000,Stub
Noxolo Kiviet,South Africa,794927765,55041000,Start
Phumulo Masualle,South Africa,794927886,55041000,Stub
Beatrice Marshoff,South Africa,794928048,55041000,Stub
Paul Mashatile,South Africa,794928230,55041000,Start
Sello Moloto,South Africa,794928630,55041000,Stub
Cassel Mathale,South Africa,794928665,55041000,Stub
Mathews Phosa,South Africa,794928795,55041000,Start
Thabang Makwetla,South Africa,794928856,55041000,Start
Supra Mahumapelo,South Africa,794929091,55041000,Stub
Hazel Jenkins,South Africa,794929236,55041000,C
Sylvia Lucas,South Africa,794929267,55041000,C
Cornelis Jacobus Langenhoven,South Africa,795280745,55041000,C
Lynne Brown,South Africa,795463324,55041000,Start
Nicolaas Smit,South Africa,795837239,55041000,Start
Frans Erasmus,South Africa,795879642,55041000,Start
Sherry Chen (politician),South Africa,795919455,55041000,Start
Lindiwe Mabuza,South Africa,796263175,55041000,GA
Rob Davies (politician),South Africa,796518550,55041000,Start
Wilma Newhoudt-Druchen,South Africa,796594073,55041000,Stub
Archie Gumede,South Africa,796600183,55041000,Stub
Abba Eban,South Africa,797225018,55041000,C
Hendrik Mentz,South Africa,797291164,55041000,Stub
Ngoako Ramatlhodi,South Africa,797371789,55041000,Stub
Angie Motshekga,South Africa,797518966,55041000,Stub
Norman Mashabane,South Africa,797545655,55041000,Stub
Mbali Ntuli,South Africa,797702715,55041000,C
Fox Odendaal,South Africa,797713862,55041000,Start
Mathole Motshekga,South Africa,797804921,55041000,Stub
Sandra Botha,South Africa,797813930,55041000,Start
Aaron Motsoaledi,South Africa,797821104,55041000,C
Walter Stanford,South Africa,797843905,55041000,C
Alec Erwin,South Africa,798020004,55041000,Start
Ellen Kuzwayo,South Africa,798494746,55041000,Start
Pholisa Makeleni,South Africa,798520001,55041000,Stub
Template:South African-politician-stub,South Africa,798520060,55041000,Stub
Nico Diederichs,South Africa,798644017,55041000,Start
Jim Murphy,South Africa,798734942,55041000,GA
Adelaide Tambo,South Africa,798741051,55041000,Start
Dan Plato,South Africa,798793953,55041000,Start
Daniel Jacobus Erasmus,South Africa,798855206,55041000,Stub
Margaret Ballinger,South Africa,798888849,55041000,Start
Winnie Kgware,South Africa,798915331,55041000,Start
Archibald 'Archie' Mncedisi Sibeko,South Africa,798967287,55041000,Start
Dianne Kohler Barnard,South Africa,799041713,55041000,C
Marta Wenger,South Africa,799041757,55041000,Stub
David Mabuza,South Africa,799192680,55041000,Start
Colin Eglin,South Africa,799199210,55041000,C
Nosiviwe Mapisa-Nqakula,South Africa,799199520,55041000,Stub
David Sibeko,South Africa,799228637,55041000,Start
Barbara Masekela,South Africa,799239420,55041000,C
Mcebisi Jonas,South Africa,799301508,55041000,Stub
Stone Sizani,South Africa,799346005,55041000,Stub
Thoko Didiza,South Africa,799424755,55041000,Start
Christian Frederick Beyers,South Africa,799424895,55041000,Start
Enos John Mabuza,South Africa,799425827,55041000,Start
Peter Marais,South Africa,799510524,55041000,Start
Petr Aven,South Africa,799514789,55041000,C
Joe Slovo,South Africa,799536971,55041000,C
Denis Goldberg,South Africa,799601128,55041000,C
Leila Reitz,South Africa,799703914,55041000,Stub
Ossie Newton-Thompson,South Africa,799837073,55041000,C
Rina Venter,South Africa,799955135,55041000,Start
Dion George,South Africa,799993763,55041000,Start
Ronnie Kasrils,South Africa,800001228,55041000,C
Andries Pretorius,South Africa,800220085,55041000,C
Christina Jasson,South Africa,800257339,55041000,Start
Mosebenzi Zwane,South Africa,800647640,55041000,Start
Henry Binns,South Africa,800718243,55041000,C
Phumzile van Damme,South Africa,800761937,55041000,Stub
Monty Naicker,South Africa,800852679,55041000,Start
Ebrahim Rasool,South Africa,800919084,55041000,Start
Tony Leon,South Africa,801003579,55041000,C
Maite Nkoana-Mashabane,South Africa,801082441,55041000,Start
Willem Eduard Bok,South Africa,801243297,55041000,Start
Zach de Beer,South Africa,801328695,55041000,Start
Gill Marcus,South Africa,801360635,55041000,Start
Official Opposition Shadow Cabinet (South Africa),South Africa,801425104,55041000,Start
Jackie Selebi,South Africa,801560223,55041000,C
Tony Yengeni,South Africa,801723780,55041000,C
Harry Schwarz,South Africa,801801304,55041000,GA
George Morris Sutton,South Africa,801857124,55041000,Start
Willem Doman,South Africa,801935033,55041000,Start
Eugenia Shi-Chia Chang,South Africa,802176276,55041000,Start
Baleka Mbete,South Africa,802186731,55041000,GA
Chris Hani,South Africa,802400609,55041000,C
Allan Boesak,South Africa,802466660,55041000,C
Brigitte Mabandla,South Africa,802654194,55041000,Stub
Andrew Mlangeni,South Africa,802660642,55041000,Stub
Pieter Groenewald,South Africa,802672209,55041000,Start
Fatima Hajaig,South Africa,802835899,55041000,Start
Kenny Kunene,South Africa,803459992,55041000,Start
Letitia Sibeko,South Africa,803548292,55041000,Start
Hendrik Verwoerd,South Africa,803583209,55041000,C
John William Ackerman,South Africa,803587144,55041000,Stub
Elizabeth Maria Molteno,South Africa,803646352,55041000,GA
Phumzile Mlambo-Ngcuka,South Africa,803678388,55041000,C
Dorothy Nyembe,South Africa,803796234,55041000,Stub
Lawrence Mushwana,South Africa,803883249,55041000,Stub
Badih Chaaban,South Africa,803904768,55041000,Stub
Steve Biko,South Africa,804014798,55041000,FA
Wilton Mkwayi,South Africa,804032165,55041000,B
Natasha Mazzone,South Africa,804090293,55041000,Start
Bonginkosi Madikizela,South Africa,804228654,55041000,Start
De Villiers Graaff,South Africa,804337418,55041000,Start
Harry Lawrence,South Africa,804345422,55041000,Start
Tarnia Baker,South Africa,804494973,55041000,Stub
Sophia Williams-De Bruyn,South Africa,804526564,55041000,C
Schalk Willem Burger,South Africa,804683793,55041000,Start
Sipho Philip Mutsi,South Africa,804792396,55041000,C
Jacobus Gideon Nel Strauss,South Africa,804794064,55041000,Start
Gavin Woods (politician),South Africa,804923727,55041000,Stub
Jacobus Johannes Venter,South Africa,804953442,55041000,Stub
Cornelius Hermanus Wessels,South Africa,804954918,55041000,GA
Patricia de Lille,South Africa,805112320,55041000,C
Makhosi Khoza,South Africa,805164727,55041000,Stub
Zandile Gumede,South Africa,805165812,55041000,Start
Ela Gandhi,South Africa,805198728,55041000,Start
William H. Andrews (unionist),South Africa,805241904,55041000,Start
Frene Ginwala,South Africa,805306036,55041000,C
Gerrit Viljoen,South Africa,805404409,55041000,Start
Hendrik Potgieter,South Africa,805427863,55041000,Start
Catherine Taylor (South African politician),South Africa,805498802,55041000,Stub
Julius Malema,South Africa,805550262,55041000,B
Clive Derby-Lewis,South Africa,805702213,55041000,C
Philip Kgosana,South Africa,805728913,55041000,Stub
Mduduzi Manana,South Africa,805901279,55041000,Start
Hlengiwe Mkhize,South Africa,805901648,55041000,Start
Ayanda Dlodlo,South Africa,805967718,55041000,Stub
Esther Barsel,South Africa,806015541,55041000,Start
Helen Suzman,South Africa,806015842,55041000,C
Rachel Simons,South Africa,806017114,55041000,Start
List of South African politicians,South Africa,806035828,55041000,Stub
Glynnis Breytenbach,South Africa,806168044,55041000,Stub
Helen Zille,South Africa,806214900,55041000,Start
Andrew Feinstein,South Africa,806276907,55041000,C
Buti Manamela,South Africa,806350255,55041000,Stub
Francis William Reitz,South Africa,806431046,55041000,Stub
Trevor Manuel,South Africa,806525210,55041000,Start
Paul Kruger,South Africa,806646547,55041000,Stub
Nkosazana Dlamini-Zuma,South Africa,806987838,55041000,Stub
Barbara Follett (politician),South Africa,807145596,55041000,Stub
Ruth First,South Africa,807176409,55041000,Start
Winnie Madikizela-Mandela,South Africa,807194252,55041000,Stub
Gwen Mahlangu-Nkabinde,South Africa,807219290,55041000,Stub
Manto Tshabalala-Msimang,South Africa,807258376,55041000,Stub
Pansy Tlakula,South Africa,807393156,55041000,Stub
List of Grand Viziers of Egypt,Egypt,442937236,89074000,Stub
Template:Egypt-politician-stub,Egypt,561071682,89074000,Stub
Neferkheperu-her-sekheper,Egypt,657176628,89074000,Stub
Qandil Cabinet,Egypt,687093229,89074000,Start
Mohamed Kamel Leilah,Egypt,700864508,89074000,Start
Khaled Dawoud,Egypt,701871912,89074000,Start
Ihab el-Sherif,Egypt,705264062,89074000,Stub
Ali El-Sayed Ali Al-Moselhi,Egypt,710831684,89074000,Stub
Ismail El-Gawsaqi,Egypt,712237399,89074000,Stub
Ali Maher (diplomat),Egypt,712566011,89074000,Stub
Umar al-Tilmisani,Egypt,714741437,89074000,Start
Mustafa Mashhur,Egypt,714806189,89074000,Stub
Yousry Saber Hussein El-Gamal,Egypt,715206646,89074000,Start
Hany Mahfouz Helal,Egypt,715947683,89074000,Stub
Mohammed Habib,Egypt,716599243,89074000,Stub
Mamdouh Hosny Khalil,Egypt,717534881,89074000,B
Mohamed Abdul Salam Mahgoub,Egypt,719039652,89074000,Stub
Samir El-Sayiad,Egypt,719704569,89074000,B
Maged George Elias Ghattas,Egypt,719742040,89074000,C
